code,name
298040,효성중공업
298050,효성첨단소재
298340,ARIRANG국채선물3년
298690,에어부산
298770,KODEX한국대만IT프리미어
299070,KINDEX국채선물10년인버스
299080,KINDEX국채선물3년인버스
300280,KBSTAR중소형모멘텀로우볼
300290,KBSTAR중소형모멘텀밸류
300300,KBSTARKQ모멘텀로우볼
300310,KBSTARKQ모멘텀밸류
300610,TIGERK게임
300640,KBSTAR게임테마
300720,한일시멘트
300950,KODEX게임산업
301400,ARIRANG코스닥150
301410,ARIRANG코스닥150선물인버스
301440,ARIRANG코스피중형주
302170,TIGER국채선물3년인버스
302180,TIGER국채선물10년인버스
302190,TIGER중장기국채
302200,TIGER중장기국채선물인버스
302210,TIGER중장기국채선물인버스2X
302450,KBSTAR코스피
304660,KODEX미국채울트라30년선물(H)
304670,KODEX미국채울트라30년선물인버스(H)
304760,HANAROKRX300
304770,HANARO코스닥150
304780,HANARO200선물레버리지
304940,KODEX미국나스닥100선물(H)
305050,KINDEX코스피
305080,TIGER미국채10년선물
305540,TIGER2차전지테마
305720,KODEX2차전지산업
306200,세아제강
306520,HANARO200선물인버스
306530,HANARO코스닥150선물레버리지
306540,HANARO단기통안채
306950,KODEXKRX300레버리지
306960,KODEXKRX300선물인버스
307010,KBSTARKRX300레버리지
307020,KBSTARKRX300선물인버스
307510,TIGER의료기기
307520,TIGER지주회사
307610,TIGERKRX300레버리지
307620,TIGERKRX300선물인버스
307950,현대오토에버
308170,센트랄모텍
308620,KODEX미국채10년선물
309170,ARIRANGKRX300IT
309180,ARIRANGKRX300금융
309190,ARIRANGKRX300산업재
309200,ARIRANGKRX300자유소비재
309210,ARIRANGKRX300헬스케어
309230,KINDEX미국WideMoat가치주
310080,KBSTAR중국MSCIChina선물(H)
310960,TIGER200TR
310970,TIGERMSCIKoreaTR
314250,KODEX미국FANG플러스(H)
314700,HANARO농업융복합산업
315270,TIGER200커뮤니케이션서비스
315480,KBSTAR200커뮤니케이션서비스
315930,KODEXTop5PlusTR
315960,KBSTAR대형고배당10TR
316140,우리금융지주
316300,KINDEX싱가포르리츠
316670,KOSEF코스닥150
317400,자이에스앤디
319640,TIGER골드선물(H)
319870,KBSTARKRX300미국달러선물혼합
321410,KODEX멀티에셋하이인컴(H)
322000,현대에너지솔루션
322120,KINDEX스마트퀄리티
322130,KINDEX스마트로우볼
322150,KINDEX스마트하이베타
322400,HANAROe커머스
322410,HANARO고배당
325010,KODEXFn성장
325020,KODEX배당가치
326230,KBSTAR내수주플러스
326240,KBSTARIT플러스
328370,ARIRANG코스피TR
329200,TIGER부동산인프라고배당
329650,KODEXTRF3070
329660,KODEXTRF5050
329670,KODEXTRF7030
329750,TIGER미국달러단기채권액티브
330590,롯데리츠
331910,KOSEFFn중소형
332500,KINDEX200TR
332610,ARIRANG미국단기우량회사채
332620,ARIRANG미국장기우량회사채
332930,HANARO200TR
332940,HANAROMSCIKoreaTR
333940,ARIRANGKS로우볼가중TR
333950,ARIRANGKS로우사이즈가중TR
333960,ARIRANGKS모멘텀가중TR
333970,ARIRANGKS밸류가중TR
333980,ARIRANGKS퀄리티가중TR
334690,KBSTAR팔라듐선물(H)
334700,KBSTAR팔라듐선물인버스(H)
336160,KBSTAR금융채액티브
336260,두산퓨얼셀
33626K,두산퓨얼셀1우
33626L,두산퓨얼셀2우B
336370,두산솔루스
33637K,두산솔루스1우
33637L,두산솔루스2우B
337120,KODEXFn멀티팩터
337140,KODEX코스피대형주
337150,KODEX200exTOP
337160,KODEX200ESG
338100,NH프라임리츠
342140,KINDEX모닝스타싱가포르리츠채권혼합
342500,KBSTARKRX국채선물3년10년스티프너
342600,KBSTARKRX국채선물3년10년스티프너2X
342610,KBSTARKRX국채선물3년10년플래트너
342620,KBSTARKRX국채선물3년10년플래트너2X
344820,케이씨씨글라스
346000,HANAROKAP초장기국고채
500053,신한레버리지천연가스선물ETN
500054,신한인버스2X천연가스선물ETN
500007,신한인버스은선물ETN(H)
500039,신한코스피콘도르4/10%ETN
500042,신한코스피콘도르6/10%ETN
500043,신한코스피콘도르4/10%콜2204-01ETN
500044,신한코스피콘도르6/10%콜2204-01ETN
500052,신한FnGuide5G테마주ETN
500001,신한K200USD선물바이셀ETN
500002,신한USDK200선물바이셀ETN
500035,신한레버리지미국달러선물ETN
500036,신한인버스2X미국달러선물ETN
500046,신한코스피월별양매도3%OTMETN
500047,신한코스피월별양매도5%OTMETN
500048,신한코스피월별양매도3%콜2206-1ETN
500049,신한코스피월별양매도5%콜2206-1ETN
500020,신한레버리지다우존스지수선물ETN(H)
500028,신한인버스2X다우존스지수선물ETN(H)
500050,신한레버리지S&P500선물ETN
500051,신한인버스2XS&P500선물ETN
500003,신한인버스WTI원유선물ETN(H)
500004,신한브렌트원유선물ETN(H)
500005,신한인버스브렌트원유선물ETN(H)
500006,신한인버스금선물ETN(H)
500008,신한인버스구리선물ETN(H)
500009,신한다우존스지수선물ETN(H)
500010,신한인버스다우존스지수선물ETN(H)
500011,신한달러인덱스선물ETN(H)
500012,신한인버스달러인덱스선물ETN(H)
500013,신한옥수수선물ETN(H)
500014,신한인버스옥수수선물ETN(H)
500015,신한WTI원유선물ETN(H)
500016,신한금선물ETN(H)
500017,신한은선물ETN(H)
500018,신한구리선물ETN(H)
500019,신한레버리지WTI원유선물ETN(H)
500021,신한천연가스선물ETN(H)
500022,신한인버스천연가스선물ETN(H)
500023,신한콩선물ETN(H)
500024,신한인버스콩선물ETN(H)
500027,신한인버스2XWTI원유선물ETN(H)
500029,신한레버리지은선물ETN(H)
500030,신한인버스2X은선물ETN(H)
500031,신한레버리지천연가스선물ETN(H)
500032,신한인버스2X천연가스선물ETN(H)
500037,신한레버리지금선물ETN
500038,신한인버스2X금선물ETN
500040,신한레버리지구리선물ETN
500041,신한인버스2X구리선물ETN
500045,신한S&P500VIXS/T선물ETNB
500025,신한MSCI인도네시아선물ETN(H)
500026,신한인버스MSCI인도네시아선물ETN(H)
510001,대신WTI원유선물ETN(H)
510011,대신골드커버드콜타겟5%인컴ETN(H)
510002,대신아연선물ETN(H)
510003,대신니켈선물ETN(H)
510004,대신인버스아연선물ETN(H)
510005,대신2X아연선물ETN(H)
510006,대신인버스니켈선물ETN(H)
510007,대신2X니켈선물ETN(H)
510010,대신인버스2X니켈선물ETN(H)
510008,대신철광석선물ETN(H)
510009,대신인버스철광석선물ETN(H)
520004,미래에셋전기전자Core5ETN
520005,미래에셋인버스전기전자Core5ETN
520006,미래에셋에너지화학Core5ETN
520007,미래에셋인버스에너지화학Core5ETN
520013,미래에셋Q150Core5ETN
520014,미래에셋미디어엔터Core5ETN
520015,미래에셋인버스미디어엔터Core5ETN
520026,미래에셋코스피양매도5%OTMETN
520029,미래에셋양매도5%Auto-KO-C2205-01ETN
520009,미래에셋레버리지원유선물혼합ETN(H)
520010,미래에셋원유선물혼합ETN(H)
520011,미래에셋인버스원유선물혼합ETN(H)
520020,미래에셋미국시니어론100ETN(H)
520021,미래에셋미국시니어론100ETN
520012,미래에셋호주ASX200ETN(H)
520003,미래에셋원자재선물ETN(H)
530003,삼성모멘텀탑픽ETN
530004,삼성화장품테마주ETN
530005,삼성바이오테마주ETN
530006,삼성음식료테마주ETN
530007,삼성레저테마주ETN
530008,삼성미디어테마주ETN
530009,삼성증권테마주ETN
530010,삼성건축자재테마주ETN
530011,삼성온라인쇼핑테마주ETN
530012,삼성화학테마주ETN
530013,삼성KTOP30ETN
530067,삼성KRX금현물ETN
530053,삼성코스피풋매도ETN
530060,삼성코스피양매도5%OTMETN
530066,삼성코스피풋매도4%OTMETN
530015,삼성미국대형성장주ETN(H)
530016,삼성미국대형가치주ETN(H)
530017,삼성미국중소형성장주ETN(H)
530018,삼성미국중소형가치주ETN(H)
530019,삼성미국대형성장주ETN
530020,삼성미국대형가치주ETN
530021,삼성미국중소형성장주ETN
530022,삼성미국중소형가치주ETN
530032,삼성Cushing에너지인프라MLPETN
530033,삼성Alerian에너지인프라MLPETN
530031,삼성레버리지WTI원유선물ETN
530036,삼성인버스2XWTI원유선물ETN
530037,삼성레버리지천연가스선물ETN
530038,삼성인버스2X천연가스선물ETN
530055,삼성레버리지금선물ETN(H)
530056,삼성인버스2X금선물ETN(H)
530061,삼성레버리지은선물ETN(H)
530062,삼성인버스2X은선물ETN(H)
530063,삼성레버리지구리선물ETN(H)
530064,삼성인버스2X구리선물ETN(H)
530065,삼성S&P500VIXS/T선물ETN(H)B
530002,삼성인버스ChinaA50선물ETN(H)
530014,삼성ChinaA50선물ETN(H)
530023,삼성레버리지ChinaA50선물ETN(H)
550001,QVBigVolETN
550002,QVWISE배당ETN
550003,QV스마트리밸런싱250/3ETN
550004,QV롱숏K150매수로우볼매도ETN
550005,QV에너지TOP5ETN
550006,QV내수소비TOP5ETN
550007,QV조선TOP5ETN
550008,QV소프트웨어TOP5ETN
550009,QV하드웨어TOP5ETN
550010,QV운송TOP5ETN
550011,QV자동차TOP5ETN
550012,QV의료TOP5ETN
550013,QV화학TOP5ETN
550014,QV바이오TOP5ETN
550015,QV제약TOP5ETN
550016,QV건설TOP5ETN
550026,QVKTOP30ETN
550033,QV스마트리밸런싱260/4ETN
550046,QV레버리지10년국채선물ETN
550047,QV인버스레버리지10년국채선물ETN
550056,QV코스피양매도5%OTMETN
550057,QV코스피변동성매칭형양매도ETN
550041,QV미국ITTOP5ETN(H)
550044,QV레버리지S&P500ETN
550045,QV인버스레버리지S&P500ETN
550052,QVMSCI선진국ETN
550053,QV인버스MSCI선진국ETN
550054,QV레버리지MSCI선진국ETN
550055,QV인버스레버리지MSCI선진국ETN
550042,QV레버리지WTI원유선물ETN(H)
550043,QV인버스레버리지WTI원유선물ETN(H)
550058,QVS&P500VIXS/T선물ETNB
550018,QVCHINEXTETN(H)
570045,TRUE레버리지천연가스선물ETN(H)
570046,TRUE인버스2X천연가스선물ETN(H)
570003,TRUE빅5동일가중ETN
570008,TRUE섹터탑픽ETN
570009,TRUE코리아프리미어ETN
570019,TRUE코스피양매도5%OTMETN
570020,TRUE코스피커버드콜ETNB
570021,TRUE코스피커버드풋ETNB
570024,TRUE코스피타겟볼20ETN
570029,TRUE코스피양매도3%OTMETN
570030,TRUE코스피양매도ATMETN
570022,TRUE레버리지S&P500선물ETN(H)
570023,TRUE인버스2XS&P500선물ETN(H)
570042,TRUE인버스나스닥100ETN
570043,TRUE레버리지나스닥100ETN
570044,TRUE인버스2X나스닥100ETN
570025,TRUE인버스유로스탁스50ETN(H)B
570026,TRUE레버리지유로스탁스50ETN(H)
570027,TRUE인버스2X유로스탁스50ETN(H)
570037,TRUE유로선물ETNB
570038,TRUE인버스유로선물ETNB
570034,TRUE엔선물ETNB
570035,TRUE레버리지엔선물ETNB
570036,TRUE인버스엔선물ETNB
570028,TRUE인버스HSCEIETN(H)B
570031,TRUE레버리지HSCEIETN(H)
570032,TRUE인버스2XHSCEIETN(H)
580006,KBKTOP30ETN
580007,KBKQ우량주30ETN
580008,KB코스피양매도5%OTMETN
580009,KB코스피마운틴ETN
580010,KBWise분할매매ETN
590007,미래에셋미국대형주ETN(H)
590008,미래에셋미국중형주ETN(H)
590009,미래에셋미국항공우주ETN(H)
590010,미래에셋레버리지S&P500ETN(H)
590011,미래에셋인버스S&P500ETN(H)
590013,미래에셋미국리츠ETN(H)
590016,미래에셋미국헬스케어ETN(H)
590017,미래에셋미국고배당주ETN(H)
590003,미래에셋유럽대형주ETN(H)
590004,미래에셋유럽중형주ETN(H)
590005,미래에셋일본대형주ETN(H)
590006,미래에셋일본중형주ETN(H)
590018,미래에셋중국심천100ETN
590012,미래에셋글로벌리츠ETN(H)
700001,하나코스피변동성추세추종양매도ETN
900140,엘브이엠씨홀딩스
